Format Version,1.23,Take Name,Take 2020-09-22 12.57.47 PM_001,Take Notes,,Capture Frame Rate,250.000000,Export Frame Rate,250.000000,Capture Start Time,2020-09-22 01.04.13.444 PM,Total Frames in Take,6747,Total Exported Frames,6747,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
1769,7.076000,,,,,,,,,,,,,,,
1770,7.080000,,,,,,,,,,,,,,,
1771,7.084000,,,,,,,,,,,,,,,
1772,7.088000,,,,,,,,,,,,,,,
1773,7.092000,,,,,,,,,,,,,,,
1774,7.096000,,,,,,,,,,,,,,,
1775,7.100000,,,,,,,,,,,,,,,
1776,7.104000,,,,,,,,,,,,,,,
1777,7.108000,,,,,,,,,,,,,,,
1778,7.112000,,,,,,,,,,,,,,,
1779,7.116000,,,,,,,,,,,,,,,
1780,7.120000,,,,,,,,,,,,,,,
1781,7.124000,,,,,,,,,,,,,,,
1782,7.128000,,,,,,,,,,,,,,,
1783,7.132000,,,,,,,,,,,,,,,
1784,7.136000,,,,,,,,,,,,,,,
1785,7.140000,,,,,,,,,,,,,,,
1786,7.144000,,,,,,,,,,,,,,,
1787,7.148000,,,,,,,,,,,,,,,
1788,7.152000,,,,,,,,,,,,,,,
1789,7.156000,,,,,,,,,,,,,,,
1790,7.160000,,,,,,,,,,,,,,,
1791,7.164000,,,,,,,,,,,,,,,
1792,7.168000,,,,,,,,,,,,,,,
1793,7.172000,,,,,,,,,,,,,,,
1794,7.176000,,,,,,,,,,,,,,,
1795,7.180000,,,,,,,,,,,,,,,
1796,7.184000,,,,,,,,,,,,,,,
1797,7.188000,,,,,,,,,,,,,,,
1798,7.192000,,,,,,,,,,,,,,,
1799,7.196000,,,,,,,,,,,,,,,
1800,7.200000,,,,,,,,,,,,,,,
1801,7.204000,,,,,,,,,,,,,,,
1802,7.208000,,,,,,,,,,,,,,,
1803,7.212000,,,,,,,,,,,,,,,
1804,7.216000,,,,,,,,,,,,,,,
1805,7.220000,,,,,,,,,,,,,,,
1806,7.224000,,,,,,,,,,,,,,,
1807,7.228000,,,,,,,,,,,,,,,
1808,7.232000,,,,,,,,,,,,,,,
1809,7.236000,,,,,,,,,,,,,,,
1810,7.240000,,,,,,,,,,,,,,,
1811,7.244000,,,,,,,,,,,,,,,
1812,7.248000,,,,,,,,,,,,,,,
1813,7.252000,,,,,,,,,,,,,,,
1814,7.256000,,,,,,,,,,,,,,,
1815,7.260000,,,,,,,,,,,,,,,
1816,7.264000,,,,,,,,,,,,,,,
1817,7.268000,,,,,,,,,,,,,,,
1818,7.272000,,,,,,,,,,,,,,,
1819,7.276000,,,,,,,,,,,,,,,
1820,7.280000,,,,,,,,,,,,,,,
1821,7.284000,,,,,,,,,,,,,,,
1822,7.288000,,,,,,,,,,,,,,,
1823,7.292000,,,,,,,,,,,,,,,
1824,7.296000,,,,,,,,,,,,,,,
1825,7.300000,,,,,,,,,,,,,,,
1826,7.304000,,,,,,,,,,,,,,,
1827,7.308000,,,,,,,,,,,,,,,
1828,7.312000,,,,,,,,,,,,,,,
1829,7.316000,,,,,,,,,,,,,,,
1830,7.320000,,,,,,,,,,,,,,,
1831,7.324000,,,,,,,,,,,,,,,
1832,7.328000,,,,,,,,,,,,,,,
1833,7.332000,,,,,,,,,,,,,,,
1834,7.336000,,,,,,,,,,,,,,,
1835,7.340000,,,,,,,,,,,,,,,
1836,7.344000,,,,,,,,,,,,,,,
1837,7.348000,,,,,,,,,,,,,,,
1838,7.352000,,,,,,,,,,,,,,,
1839,7.356000,,,,,,,,,,,,,,,
1840,7.360000,,,,,,,,,,,,,,,
1841,7.364000,,,,,,,,,,,,,,,
1842,7.368000,,,,,,,,,,,,,,,
1843,7.372000,,,,,,,,,,,,,,,
1844,7.376000,,,,,,,,,,,,,,,
1845,7.380000,,,,,,,,,,,,,,,
1846,7.384000,,,,,,,,,,,,,,,
1847,7.388000,,,,,,,,,,,,,,,
1848,7.392000,,,,,,,,,,,,,,,
1849,7.396000,,,,,,,,,,,,,,,
1850,7.400000,,,,,,,,,,,,,,,
1851,7.404000,,,,,,,,,,,,,,,
1852,7.408000,,,,,,,,,,,,,,,
1853,7.412000,,,,,,,,,,,,,,,
1854,7.416000,,,,,,,,,,,,,,,
1855,7.420000,,,,,,,,,,,,,,,
1856,7.424000,,,,,,,,,,,,,,,
1857,7.428000,,,,,,,,,,,,,,,
1858,7.432000,,,,,,,,,,,,,,,
1859,7.436000,,,,,,,,,,,,,,,
1860,7.440000,,,,,,,,,,,,,,,
1861,7.444000,,,,,,,,,,,,,,,
1862,7.448000,,,,,,,,,,,,,,,
1863,7.452000,,,,,,,,,,,,,,,
1864,7.456000,,,,,,,,,,,,,,,
1865,7.460000,,,,,,,,,,,,,,,
1866,7.464000,,,,,,,,,,,,,,,
1867,7.468000,,,,,,,,,,,,,,,
1868,7.472000,,,,,,,,,,,,,,,
1869,7.476000,,,,,,,,,,,,,,,
1870,7.480000,,,,,,,,,,,,,,,
1871,7.484000,,,,,,,,,,,,,,,
1872,7.488000,,,,,,,,,,,,,,,
1873,7.492000,,,,,,,,,,,,,,,
1874,7.496000,,,,,,,,,,,,,,,
1875,7.500000,,,,,,,,,,,,,,,
1876,7.504000,,,,,,,,,,,,,,,
1877,7.508000,,,,,,,,,,,,,,,
1878,7.512000,,,,,,,,,,,,,,,
1879,7.516000,,,,,,,,,,,,,,,
1880,7.520000,,,,,,,,,,,,,,,
1881,7.524000,,,,,,,,,,,,,,,
1882,7.528000,,,,,,,,,,,,,,,
1883,7.532000,,,,,,,,,,,,,,,
1884,7.536000,,,,,,,,,,,,,,,
1885,7.540000,,,,,,,,,,,,,,,
1886,7.544000,,,,,,,,,,,,,,,
1887,7.548000,,,,,,,,,,,,,,,
1888,7.552000,,,,,,,,,,,,,,,
1889,7.556000,,,,,,,,,,,,,,,
1890,7.560000,,,,,,,,,,,,,,,
1891,7.564000,,,,,,,,,,,,,,,
1892,7.568000,,,,,,,,,,,,,,,
1893,7.572000,,,,,,,,,,,,,,,
1894,7.576000,,,,,,,,,,,,,,,
1895,7.580000,,,,,,,,,,,,,,,
1896,7.584000,,,,,,,,,,,,,,,
1897,7.588000,,,,,,,,,,,,,,,
1898,7.592000,,,,,,,,,,,,,,,
1899,7.596000,,,,,,,,,,,,,,,
1900,7.600000,,,,,,,,,,,,,,,
1901,7.604000,,,,,,,,,,,,,,,
1902,7.608000,,,,,,,,,,,,,,,
1903,7.612000,,,,,,,,,,,,,,,
1904,7.616000,,,,,,,,,,,,,,,
1905,7.620000,,,,,,,,,,,,,,,
1906,7.624000,,,,,,,,,,,,,,,
1907,7.628000,,,,,,,,,,,,,,,
1908,7.632000,,,,,,,,,,,,,,,
1909,7.636000,,,,,,,,,,,,,,,
1910,7.640000,,,,,,,,,,,,,,,
1911,7.644000,,,,,,,,,,,,,,,
1912,7.648000,,,,,,,,,,,,,,,
1913,7.652000,,,,,,,,,,,,,,,
1914,7.656000,,,,,,,,,,,,,,,
1915,7.660000,,,,,,,,,,,,,,,
1916,7.664000,,,,,,,,,,,,,,,
1917,7.668000,,,,,,,,,,,,,,,
1918,7.672000,,,,,,,,,,,,,,,
1919,7.676000,,,,,,,,,,,,,,,
1920,7.680000,,,,,,,,,,,,,,,
1921,7.684000,,,,,,,,,,,,,,,
1922,7.688000,,,,,,,,,,,,,,,
1923,7.692000,,,,,,,,,,,,,,,
1924,7.696000,,,,,,,,,,,,,,,
1925,7.700000,,,,,,,,,,,,,,,
1926,7.704000,,,,,,,,,,,,,,,
1927,7.708000,,,,,,,,,,,,,,,
1928,7.712000,,,,,,,,,,,,,,,
1929,7.716000,,,,,,,,,,,,,,,
1930,7.720000,,,,,,,,,,,,,,,
1931,7.724000,,,,,,,,,,,,,,,
1932,7.728000,,,,,,,,,,,,,,,
1933,7.732000,,,,,,,,,,,,,,,
1934,7.736000,,,,,,,,,,,,,,,
1935,7.740000,,,,,,,,,,,,,,,
1936,7.744000,,,,,,,,,,,,,,,
1937,7.748000,,,,,,,,,,,,,,,
1938,7.752000,,,,,,,,,,,,,,,
1939,7.756000,,,,,,,,,,,,,,,
1940,7.760000,,,,,,,,,,,,,,,
1941,7.764000,,,,,,,,,,,,,,,
1942,7.768000,,,,,,,,,,,,,,,
1943,7.772000,,,,,,,,,,,,,,,
1944,7.776000,,,,,,,,,,,,,,,
1945,7.780000,,,,,,,,,,,,,,,
1946,7.784000,,,,,,,,,,,,,,,
1947,7.788000,,,,,,,,,,,,,,,
1948,7.792000,,,,,,,,,,,,,,,
1949,7.796000,,,,,,,,,,,,,,,
1950,7.800000,,,,,,,,,,,,,,,
1951,7.804000,,,,,,,,,,,,,,,
1952,7.808000,,,,,,,,,,,,,,,
1953,7.812000,,,,,,,,,,,,,,,
1954,7.816000,,,,,,,,,,,,,,,
1955,7.820000,,,,,,,,,,,,,,,
1956,7.824000,,,,,,,,,,,,,,,
1957,7.828000,,,,,,,,,,,,,,,
1958,7.832000,,,,,,,,,,,,,,,
1959,7.836000,,,,,,,,,,,,,,,
1960,7.840000,,,,,,,,,,,,,,,
1961,7.844000,,,,,,,,,,,,,,,
1962,7.848000,,,,,,,,,,,,,,,
1963,7.852000,,,,,,,,,,,,,,,
1964,7.856000,,,,,,,,,,,,,,,
1965,7.860000,,,,,,,,,,,,,,,
1966,7.864000,,,,,,,,,,,,,,,
1967,7.868000,,,,,,,,,,,,,,,
1968,7.872000,,,,,,,,,,,,,,,
1969,7.876000,,,,,,,,,,,,,,,
1970,7.880000,,,,,,,,,,,,,,,
1971,7.884000,,,,,,,,,,,,,,,
1972,7.888000,,,,,,,,,,,,,,,
1973,7.892000,,,,,,,,,,,,,,,
1974,7.896000,,,,,,,,,,,,,,,
1975,7.900000,,,,,,,,,,,,,,,
1976,7.904000,,,,,,,,,,,,,,,
1977,7.908000,,,,,,,,,,,,,,,
1978,7.912000,,,,,,,,,,,,,,,
1979,7.916000,,,,,,,,,,,,,,,
1980,7.920000,,,,,,,,,,,,,,,
1981,7.924000,,,,,,,,,,,,,,,
1982,7.928000,,,,,,,,,,,,,,,
1983,7.932000,,,,,,,,,,,,,,,
1984,7.936000,,,,,,,,,,,,,,,
1985,7.940000,,,,,,,,,,,,,,,
1986,7.944000,,,,,,,,,,,,,,,
1987,7.948000,,,,,,,,,,,,,,,
1988,7.952000,,,,,,,,,,,,,,,
1989,7.956000,,,,,,,,,,,,,,,
1990,7.960000,,,,,,,,,,,,,,,
1991,7.964000,,,,,,,,,,,,,,,
1992,7.968000,,,,,,,,,,,,,,,
1993,7.972000,,,,,,,,,,,,,,,
1994,7.976000,,,,,,,,,,,,,,,
1995,7.980000,,,,,,,,,,,,,,,
1996,7.984000,,,,,,,,,,,,,,,
1997,7.988000,,,,,,,,,,,,,,,
1998,7.992000,,,,,,,,,,,,,,,
1999,7.996000,,,,,,,,,,,,,,,
2000,8.000000,,,,,,,,,,,,,,,
2001,8.004000,,,,,,,,,,,,,,,
2002,8.008000,,,,,,,,,,,,,,,
2003,8.012000,,,,,,,,,,,,,,,
2004,8.016000,,,,,,,,,,,,,,,
2005,8.020000,,,,,,,,,,,,,,,
2006,8.024000,,,,,,,,,,,,,,,
2007,8.028000,,,,,,,,,,,,,,,
2008,8.032000,,,,,,,,,,,,,,,
2009,8.036000,,,,,,,,,,,,,,,
2010,8.040000,,,,,,,,,,,,,,,
2011,8.044000,,,,,,,,,,,,,,,
2012,8.048000,,,,,,,,,,,,,,,
2013,8.052000,,,,,,,,,,,,,,,
2014,8.056000,,,,,,,,,,,,,,,
2015,8.060000,,,,,,,,,,,,,,,
2016,8.064000,,,,,,,,,,,,,,,
2017,8.068000,,,,,,,,,,,,,,,
2018,8.072000,,,,,,,,,,,,,,,
2019,8.076000,,,,,,,,,,,,,,,
2020,8.080000,,,,,,,,,,,,,,,
2021,8.084000,,,,,,,,,,,,,,,
2022,8.088000,,,,,,,,,,,,,,,
2023,8.092000,,,,,,,,,,,,,,,
2024,8.096000,,,,,,,,,,,,,,,
2025,8.100000,,,,,,,,,,,,,,,
2026,8.104000,,,,,,,,,,,,,,,
2027,8.108000,,,,,,,,,,,,,,,
2028,8.112000,,,,,,,,,,,,,,,
2029,8.116000,,,,,,,,,,,,,,,
2030,8.120000,,,,,,,,,,,,,,,
2031,8.124000,,,,,,,,,,,,,,,
2032,8.128000,,,,,,,,,,,,,,,
2033,8.132000,,,,,,,,,,,,,,,
2034,8.136000,,,,,,,,,,,,,,,
2035,8.140000,,,,,,,,,,,,,,,
2036,8.144000,,,,,,,,,,,,,,,
2037,8.148000,,,,,,,,,,,,,,,
2038,8.152000,,,,,,,,,,,,,,,
2039,8.156000,,,,,,,,,,,,,,,
2040,8.160000,,,,,,,,,,,,,,,
2041,8.164000,,,,,,,,,,,,,,,
2042,8.168000,,,,,,,,,,,,,,,
2043,8.172000,,,,,,,,,,,,,,,
2044,8.176000,,,,,,,,,,,,,,,
2045,8.180000,,,,,,,,,,,,,,,
2046,8.184000,,,,,,,,,,,,,,,
2047,8.188000,,,,,,,,,,,,,,,
2048,8.192000,,,,,,,,,,,,,,,
2049,8.196000,,,,,,,,,,,,,,,
2050,8.200000,,,,,,,,,,,,,,,
2051,8.204000,,,,,,,,,,,,,,,
2052,8.208000,,,,,,,,,,,,,,,
2053,8.212000,,,,,,,,,,,,,,,
2054,8.216000,,,,,,,,,,,,,,,
2055,8.220000,,,,,,,,,,,,,,,
2056,8.224000,,,,,,,,,,,,,,,
2057,8.228000,,,,,,,,,,,,,,,
2058,8.232000,,,,,,,,,,,,,,,
2059,8.236000,,,,,,,,,,,,,,,
2060,8.240000,,,,,,,,,,,,,,,
2061,8.244000,,,,,,,,,,,,,,,
2062,8.248000,,,,,,,,,,,,,,,
2063,8.252000,,,,,,,,,,,,,,,
2064,8.256000,,,,,,,,,,,,,,,
2065,8.260000,,,,,,,,,,,,,,,
2066,8.264000,,,,,,,,,,,,,,,
2067,8.268000,,,,,,,,,,,,,,,
2068,8.272000,,,,,,,,,,,,,,,
2069,8.276000,,,,,,,,,,,,,,,
2070,8.280000,,,,,,,,,,,,,,,
2071,8.284000,,,,,,,,,,,,,,,
2072,8.288000,,,,,,,,,,,,,,,
2073,8.292000,,,,,,,,,,,,,,,
2074,8.296000,,,,,,,,,,,,,,,
2075,8.300000,,,,,,,,,,,,,,,
2076,8.304000,,,,,,,,,,,,,,,
2077,8.308000,,,,,,,,,,,,,,,
2078,8.312000,,,,,,,,,,,,,,,
2079,8.316000,,,,,,,,,,,,,,,
2080,8.320000,,,,,,,,,,,,,,,
2081,8.324000,,,,,,,,,,,,,,,
2082,8.328000,,,,,,,,,,,,,,,
2083,8.332000,,,,,,,,,,,,,,,
2084,8.336000,,,,,,,,,,,,,,,
2085,8.340000,,,,,,,,,,,,,,,
2086,8.344000,,,,,,,,,,,,,,,
2087,8.348000,,,,,,,,,,,,,,,
2088,8.352000,,,,,,,,,,,,,,,
2089,8.356000,,,,,,,,,,,,,,,
2090,8.360000,,,,,,,,,,,,,,,
2091,8.364000,,,,,,,,,,,,,,,
2092,8.368000,,,,,,,,,,,,,,,
2093,8.372000,,,,,,,,,,,,,,,
2094,8.376000,,,,,,,,,,,,,,,
2095,8.380000,,,,,,,,,,,,,,,
2096,8.384000,,,,,,,,,,,,,,,
2097,8.388000,,,,,,,,,,,,,,,
2098,8.392000,,,,,,,,,,,,,,,
2099,8.396000,,,,,,,,,,,,,,,
2100,8.400000,,,,,,,,,,,,,,,
2101,8.404000,,,,,,,,,,,,,,,
2102,8.408000,,,,,,,,,,,,,,,
2103,8.412000,,,,,,,,,,,,,,,
2104,8.416000,,,,,,,,,,,,,,,
2105,8.420000,,,,,,,,,,,,,,,
2106,8.424000,,,,,,,,,,,,,,,
2107,8.428000,,,,,,,,,,,,,,,
2108,8.432000,,,,,,,,,,,,,,,
2109,8.436000,,,,,,,,,,,,,,,
2110,8.440000,,,,,,,,,,,,,,,
2111,8.444000,,,,,,,,,,,,,,,
2112,8.448000,,,,,,,,,,,,,,,
2113,8.452000,,,,,,,,,,,,,,,
2114,8.456000,,,,,,,,,,,,,,,
2115,8.460000,,,,,,,,,,,,,,,
2116,8.464000,,,,,,,,,,,,,,,
2117,8.468000,,,,,,,,,,,,,,,
2118,8.472000,,,,,,,,,,,,,,,
2119,8.476000,,,,,,,,,,,,,,,
2120,8.480000,,,,,,,,,,,,,,,
2121,8.484000,,,,,,,,,,,,,,,
2122,8.488000,,,,,,,,,,,,,,,
2123,8.492000,,,,,,,,,,,,,,,
2124,8.496000,,,,,,,,,,,,,,,
2125,8.500000,,,,,,,,,,,,,,,
2126,8.504000,,,,,,,,,,,,,,,
2127,8.508000,,,,,,,,,,,,,,,
2128,8.512000,,,,,,,,,,,,,,,
2129,8.516000,,,,,,,,,,,,,,,
2130,8.520000,,,,,,,,,,,,,,,
2131,8.524000,,,,,,,,,,,,,,,
2132,8.528000,,,,,,,,,,,,,,,
2133,8.532000,,,,,,,,,,,,,,,
2134,8.536000,,,,,,,,,,,,,,,
2135,8.540000,,,,,,,,,,,,,,,
2136,8.544000,,,,,,,,,,,,,,,
2137,8.548000,,,,,,,,,,,,,,,
2138,8.552000,,,,,,,,,,,,,,,
2139,8.556000,,,,,,,,,,,,,,,
2140,8.560000,,,,,,,,,,,,,,,
2141,8.564000,,,,,,,,,,,,,,,
2142,8.568000,,,,,,,,,,,,,,,
2143,8.572000,,,,,,,,,,,,,,,
2144,8.576000,,,,,,,,,,,,,,,
2145,8.580000,,,,,,,,,,,,,,,
2146,8.584000,,,,,,,,,,,,,,,
2147,8.588000,,,,,,,,,,,,,,,
2148,8.592000,,,,,,,,,,,,,,,
2149,8.596000,,,,,,,,,,,,,,,
2150,8.600000,,,,,,,,,,,,,,,
2151,8.604000,,,,,,,,,,,,,,,
2152,8.608000,,,,,,,,,,,,,,,
2153,8.612000,,,,,,,,,,,,,,,
2154,8.616000,,,,,,,,,,,,,,,
2155,8.620000,,,,,,,,,,,,,,,
2156,8.624000,,,,,,,,,,,,,,,
2157,8.628000,,,,,,,,,,,,,,,
2158,8.632000,,,,,,,,,,,,,,,
2159,8.636000,,,,,,,,,,,,,,,
2160,8.640000,,,,,,,,,,,,,,,
2161,8.644000,,,,,,,,,,,,,,,
2162,8.648000,,,,,,,,,,,,,,,
2163,8.652000,,,,,,,,,,,,,,,
2164,8.656000,,,,,,,,,,,,,,,
2165,8.660000,,,,,,,,,,,,,,,
2166,8.664000,,,,,,,,,,,,,,,
2167,8.668000,,,,,,,,,,,,,,,
2168,8.672000,,,,,,,,,,,,,,,
2169,8.676000,,,,,,,,,,,,,,,
2170,8.680000,,,,,,,,,,,,,,,
2171,8.684000,,,,,,,,,,,,,,,
2172,8.688000,,,,,,,,,,,,,,,
2173,8.692000,,,,,,,,,,,,,,,
2174,8.696000,,,,,,,,,,,,,,,
2175,8.700000,,,,,,,,,,,,,,,
2176,8.704000,,,,,,,,,,,,,,,
2177,8.708000,,,,,,,,,,,,,,,
2178,8.712000,,,,,,,,,,,,,,,
2179,8.716000,,,,,,,,,,,,,,,
2180,8.720000,,,,,,,,,,,,,,,
2181,8.724000,,,,,,,,,,,,,,,
2182,8.728000,,,,,,,,,,,,,,,
2183,8.732000,,,,,,,,,,,,,,,
2184,8.736000,,,,,,,,,,,,,,,
2185,8.740000,,,,,,,,,,,,,,,
2186,8.744000,,,,,,,,,,,,,,,
2187,8.748000,,,,,,,,,,,,,,,
2188,8.752000,,,,,,,,,,,,,,,
2189,8.756000,,,,,,,,,,,,,,,
2190,8.760000,,,,,,,,,,,,,,,
2191,8.764000,,,,,,,,,,,,,,,
2192,8.768000,,,,,,,,,,,,,,,
2193,8.772000,,,,,,,,,,,,,,,
2194,8.776000,,,,,,,,,,,,,,,
2195,8.780000,,,,,,,,,,,,,,,
2196,8.784000,,,,,,,,,,,,,,,
2197,8.788000,,,,,,,,,,,,,,,
2198,8.792000,,,,,,,,,,,,,,,
2199,8.796000,,,,,,,,,,,,,,,
2200,8.800000,,,,,,,,,,,,,,,
2201,8.804000,,,,,,,,,,,,,,,
2202,8.808000,,,,,,,,,,,,,,,
2203,8.812000,,,,,,,,,,,,,,,
2204,8.816000,,,,,,,,,,,,,,,
2205,8.820000,,,,,,,,,,,,,,,
2206,8.824000,,,,,,,,,,,,,,,
2207,8.828000,,,,,,,,,,,,,,,
2208,8.832000,,,,,,,,,,,,,,,
2209,8.836000,,,,,,,,,,,,,,,
2210,8.840000,,,,,,,,,,,,,,,
2211,8.844000,,,,,,,,,,,,,,,
2212,8.848000,,,,,,,,,,,,,,,
2213,8.852000,,,,,,,,,,,,,,,
2214,8.856000,,,,,,,,,,,,,,,
2215,8.860000,,,,,,,,,,,,,,,
2216,8.864000,,,,,,,,,,,,,,,
2217,8.868000,,,,,,,,,,,,,,,
2218,8.872000,,,,,,,,,,,,,,,
2219,8.876000,,,,,,,,,,,,,,,
2220,8.880000,,,,,,,,,,,,,,,
2221,8.884000,,,,,,,,,,,,,,,
2222,8.888000,,,,,,,,,,,,,,,
2223,8.892000,,,,,,,,,,,,,,,
2224,8.896000,,,,,,,,,,,,,,,
2225,8.900000,,,,,,,,,,,,,,,
2226,8.904000,,,,,,,,,,,,,,,
2227,8.908000,,,,,,,,,,,,,,,
2228,8.912000,,,,,,,,,,,,,,,
2229,8.916000,,,,,,,,,,,,,,,
2230,8.920000,,,,,,,,,,,,,,,
2231,8.924000,,,,,,,,,,,,,,,
2232,8.928000,,,,,,,,,,,,,,,
2233,8.932000,,,,,,,,,,,,,,,
2234,8.936000,,,,,,,,,,,,,,,
2235,8.940000,,,,,,,,,,,,,,,
2236,8.944000,,,,,,,,,,,,,,,
2237,8.948000,,,,,,,,,,,,,,,
2238,8.952000,,,,,,,,,,,,,,,
2239,8.956000,,,,,,,,,,,,,,,
2240,8.960000,,,,,,,,,,,,,,,
2241,8.964000,,,,,,,,,,,,,,,
2242,8.968000,,,,,,,,,,,,,,,
2243,8.972000,,,,,,,,,,,,,,,
2244,8.976000,,,,,,,,,,,,,,,
2245,8.980000,,,,,,,,,,,,,,,
2246,8.984000,,,,,,,,,,,,,,,
2247,8.988000,,,,,,,,,,,,,,,
2248,8.992000,,,,,,,,,,,,,,,
2249,8.996000,,,,,,,,,,,,,,,
2250,9.000000,,,,,,,,,,,,,,,
2251,9.004000,,,,,,,,,,,,,,,
2252,9.008000,,,,,,,,,,,,,,,
2253,9.012000,,,,,,,,,,,,,,,
2254,9.016000,,,,,,,,,,,,,,,
2255,9.020000,,,,,,,,,,,,,,,
2256,9.024000,,,,,,,,,,,,,,,
2257,9.028000,,,,,,,,,,,,,,,
2258,9.032000,,,,,,,,,,,,,,,
2259,9.036000,,,,,,,,,,,,,,,
2260,9.040000,,,,,,,,,,,,,,,
2261,9.044000,,,,,,,,,,,,,,,
2262,9.048000,,,,,,,,,,,,,,,
2263,9.052000,,,,,,,,,,,,,,,
2264,9.056000,,,,,,,,,,,,,,,
2265,9.060000,,,,,,,,,,,,,,,
2266,9.064000,,,,,,,,,,,,,,,
2267,9.068000,,,,,,,,,,,,,,,
2268,9.072000,,,,,,,,,,,,,,,
2269,9.076000,,,,,,,,,,,,,,,
2270,9.080000,,,,,,,,,,,,,,,
2271,9.084000,,,,,,,,,,,,,,,
2272,9.088000,,,,,,,,,,,,,,,
2273,9.092000,,,,,,,,,,,,,,,
2274,9.096000,,,,,,,,,,,,,,,
2275,9.100000,,,,,,,,,,,,,,,
2276,9.104000,,,,,,,,,,,,,,,
2277,9.108000,,,,,,,,,,,,,,,
2278,9.112000,,,,,,,,,,,,,,,
2279,9.116000,,,,,,,,,,,,,,,
2280,9.120000,,,,,,,,,,,,,,,
2281,9.124000,,,,,,,,,,,,,,,
2282,9.128000,,,,,,,,,,,,,,,
2283,9.132000,,,,,,,,,,,,,,,
2284,9.136000,,,,,,,,,,,,,,,
2285,9.140000,,,,,,,,,,,,,,,
2286,9.144000,,,,,,,,,,,,,,,
2287,9.148000,,,,,,,,,,,,,,,
2288,9.152000,,,,,,,,,,,,,,,
2289,9.156000,,,,,,,,,,,,,,,
2290,9.160000,,,,,,,,,,,,,,,
2291,9.164000,,,,,,,,,,,,,,,
2292,9.168000,,,,,,,,,,,,,,,
2293,9.172000,,,,,,,,,,,,,,,
2294,9.176000,,,,,,,,,,,,,,,
2295,9.180000,,,,,,,,,,,,,,,
2296,9.184000,,,,,,,,,,,,,,,
2297,9.188000,,,,,,,,,,,,,,,
2298,9.192000,,,,,,,,,,,,,,,
2299,9.196000,,,,,,,,,,,,,,,
2300,9.200000,,,,,,,,,,,,,,,
2301,9.204000,,,,,,,,,,,,,,,
2302,9.208000,,,,,,,,,,,,,,,
2303,9.212000,,,,,,,,,,,,,,,
2304,9.216000,,,,,,,,,,,,,,,
2305,9.220000,,,,,,,,,,,,,,,
2306,9.224000,,,,,,,,,,,,,,,
2307,9.228000,,,,,,,,,,,,,,,
2308,9.232000,,,,,,,,,,,,,,,
2309,9.236000,,,,,,,,,,,,,,,
2310,9.240000,,,,,,,,,,,,,,,
2311,9.244000,,,,,,,,,,,,,,,
2312,9.248000,,,,,,,,,,,,,,,
2313,9.252000,,,,,,,,,,,,,,,
2314,9.256000,,,,,,,,,,,,,,,
2315,9.260000,,,,,,,,,,,,,,,
2316,9.264000,,,,,,,,,,,,,,,
2317,9.268000,,,,,,,,,,,,,,,
2318,9.272000,,,,,,,,,,,,,,,
2319,9.276000,,,,,,,,,,,,,,,
2320,9.280000,,,,,,,,,,,,,,,
2321,9.284000,,,,,,,,,,,,,,,
2322,9.288000,,,,,,,,,,,,,,,
2323,9.292000,,,,,,,,,,,,,,,
2324,9.296000,,,,,,,,,,,,,,,
2325,9.300000,,,,,,,,,,,,,,,
2326,9.304000,,,,,,,,,,,,,,,
2327,9.308000,,,,,,,,,,,,,,,
2328,9.312000,,,,,,,,,,,,,,,
2329,9.316000,,,,,,,,,,,,,,,
2330,9.320000,,,,,,,,,,,,,,,
2331,9.324000,,,,,,,,,,,,,,,
2332,9.328000,,,,,,,,,,,,,,,
2333,9.332000,,,,,,,,,,,,,,,
2334,9.336000,,,,,,,,,,,,,,,
2335,9.340000,,,,,,,,,,,,,,,
2336,9.344000,,,,,,,,,,,,,,,
2337,9.348000,,,,,,,,,,,,,,,
2338,9.352000,,,,,,,,,,,,,,,
2339,9.356000,,,,,,,,,,,,,,,
2340,9.360000,,,,,,,,,,,,,,,
2341,9.364000,,,,,,,,,,,,,,,
2342,9.368000,,,,,,,,,,,,,,,
2343,9.372000,,,,,,,,,,,,,,,
2344,9.376000,,,,,,,,,,,,,,,
2345,9.380000,,,,,,,,,,,,,,,
2346,9.384000,,,,,,,,,,,,,,,
2347,9.388000,,,,,,,,,,,,,,,
2348,9.392000,,,,,,,,,,,,,,,
2349,9.396000,,,,,,,,,,,,,,,
2350,9.400000,,,,,,,,,,,,,,,
2351,9.404000,,,,,,,,,,,,,,,
2352,9.408000,,,,,,,,,,,,,,,
2353,9.412000,,,,,,,,,,,,,,,
2354,9.416000,,,,,,,,,,,,,,,
2355,9.420000,,,,,,,,,,,,,,,
2356,9.424000,,,,,,,,,,,,,,,
2357,9.428000,,,,,,,,,,,,,,,
2358,9.432000,,,,,,,,,,,,,,,
2359,9.436000,,,,,,,,,,,,,,,
2360,9.440000,,,,,,,,,,,,,,,
2361,9.444000,,,,,,,,,,,,,,,
2362,9.448000,,,,,,,,,,,,,,,
2363,9.452000,,,,,,,,,,,,,,,
2364,9.456000,,,,,,,,,,,,,,,
2365,9.460000,,,,,,,,,,,,,,,
2366,9.464000,,,,,,,,,,,,,,,
2367,9.468000,,,,,,,,,,,,,,,
